,date,employee_title,location,employee_status,review_title,helpful,pros,cons,advice_to_mgmt,rating_overall,rating_balance,rating_culture,rating_career,rating_comp,rating_mgmt,recommends,positive_outlook,approves_of_CEO,company,review_title_None,cons_use strengths lacked appropriate tools training specialized projects advice management mandating disability leave force employee workplace illegal use strengths lacked appropriate tools training specialized projects advice management mandating disability leave force employee workplace illegal,pros_None,advice_to_mgmt_mandating disability leave force employee workplace illegal mandating disability leave force employee workplace illegal
2574,Mon Jan 11 2021, R &amp; D Electrical Engineer,"Houston, TX",Former Employee ,,0,nice campus gym paid sick leave maternity paternity leaves nice campus gym paid sick leave maternity paternity leaves,,,2.0,1.0,1.0,4.0,2.0,4.0,Doesn't Recommend,Negative Outlook,Disapproves of CEO,Halliburton,0.0,0.0,-0.34,0.0
2575,Wed Nov 11 2020, Marketing,"San Francisco, CA",Current Employee ,,3,,i've witnessed organization whole take right steps address diversity issues witnessed leadership dismiss sexual harassment charges i've collaborated extended take right steps address diversity issues witnessed leadership dismiss sexual harassment charges i've collaborated extended teams make effort understand,,3.0,3.0,3.0,2.0,3.0,4.0,Approves of CEO,,,Autodesk,0.0,-0.8807,0.0,0.0
2576,Sat Sep 12 2020, Program Manager,,Current Employee ,,0,office facilities superb compensation ok good entitled regular rsu awards c level leadership present genuinely committed address diversity challenges 'customer first' culture establishing front line teams c level,,,2.0,2.0,4.0,2.0,4.0,1.0,Doesn't Recommend,Neutral Outlook,No opinion of CEO,Autodesk,0.0,0.0,0.9403,0.0
2577,Wed Jul 22 2020, Engineer,"San Francisco, CA",Current Employee ,diversity valued technical expertise,2,,diversity inclusion priority technical competence expertise advice management diversity inclusion priority technical competence expertise advice management stop trying,,1.0,3.0,1.0,2.0,5.0,1.0,Doesn't Recommend,Positive Outlook,No opinion of CEO,Autodesk,0.4404,-0.296,0.0,0.0
2578,Fri Oct 25 2019,Anonymous,"Denver, CO",Current Employee ,,6,,diversity inclusion movement ostracizing male workforce advice management diversity inclusion movement ostracizing male workforce advice management careful,,3.0,3.0,2.0,2.0,4.0,2.0,Doesn't Recommend,Neutral Outlook,No opinion of CEO,Autodesk,0.0,0.1531,0.0,0.0
2579,Tue Oct 08 2019, Finance Analyst,,Current Employee ,,7,,juniors prove front senior managers extreme favoritism implement diversity excludes non americans kinds opportunities like external training presentations,,1.0,2.0,1.0,1.0,2.0,1.0,Doesn't Recommend,Negative Outlook,No opinion of CEO,Autodesk,0.0,0.7264,0.0,0.0
2580,Tue Sep 03 2019, Senior Business Development Manager,"San Francisco, CA",Current Employee ,,5,lot loyalty also serious issue lack diversity leadership levels woman minority,women minorities leadership big enough beaurocratic small enough find,,4.0,5.0,5.0,3.0,4.0,3.0,Recommends,Positive Outlook,Approves of CEO,Autodesk,0.0,0.0,0.2263,0.0
2581,Thu Sep 03 2020, Life Event Specialist,"Chattanooga, TN",Current Employee ,,0,flexible scheduling pto plan opportunities growth personal development diversity inclusion positive flexible scheduling pto plan opportunities growth personal development diversity inclusion positive,,,4.0,2.0,5.0,5.0,3.0,3.0,Recommends,Neutral Outlook,Approves of CEO,Unum Group,0.0,0.0,0.9607,0.0
2582,Tue Aug 04 2020, Eligibility Specialist,"Portland, ME",Former Employee ,,5,,work anyone deals mental illness learning disability like adhd adhd miserable work anyone deals mental illness learning disability like adhd adhd miserable,,1.0,2.0,3.0,3.0,3.0,2.0,Doesn't Recommend,Neutral Outlook,No opinion of CEO,Unum Group,0.0,-0.7783,0.0,0.0
2583,Tue Mar 03 2020, Disabled Recipiant,"Horn Lake, MS",Former Employee ,disability recipiant disability recipiant,0,,,,5.0,5.0,4.0,4.0,3.0,4.0,Recommends,Neutral Outlook,No opinion of CEO,Unum Group,0.0,0.0,0.0,0.0
2584,Fri Feb 14 2020,,, ,,0,none don’t pay legitimate claims disability insurance none don’t pay legitimate claims disability insurance,crooked company don’t pay disability claims advice management close company crooked company don’t pay disability claims advice management close company,,1.0,,,,,,Negative Outlook,,Disapproves of CEO,Unum Group,0.0,-0.2023,0.1511,0.0
2585,Mon Dec 16 2019, Customer Service Representative,,Former Employee ,,10,,onto phone poor management knows nothing skill bullying harassment management class action lawsuits against unum real thing,,1.0,1.0,1.0,1.0,2.0,1.0,Doesn't Recommend,Negative Outlook,Disapproves of CEO,Unum Group,0.0,0.3173,0.0,0.0
2586,Fri Jan 29 2021, Shoe Sales Associate,"Saint Louis, MO",Former Employee ,,0,,didn’t like wear black everyday advice management none,,4.0,3.0,2.0,3.0,2.0,1.0,Recommends,Neutral Outlook,Disapproves of CEO,Macy's,0.0,0.3612,0.0,0.0
2587,Sun Jan 24 2021, Beauty Advisor ,"New York, NY",Former Employee ,,0,,stop treating employees like robots stop grading employee clientele roster add diversity beauty team,stop treating employees like robots stop grading employee clientele roster add diversity beauty team,2.0,1.0,3.0,1.0,2.0,2.0,Doesn't Recommend,Negative Outlook,Disapproves of CEO,Macy's,0.0,0.4404,0.0,0.4404
2588,Tue Jun 09 2020, Property Accountant,"Dallas, TX",Former Employee ,,2,,simply book purification heart folks straight racist it’s unacceptable 2020 maybe learn respect different cultures,,1.0,5.0,2.0,3.0,5.0,2.0,Doesn't Recommend,Negative Outlook,No opinion of CEO,EnLink Midstream,0.0,0.296,0.0,0.0
2589,Mon Aug 19 2019, Finance,"Dallas, TX",Former Employee ,,1,,company several discrimination lawsuits against right completely disorganized management huge mess company several discrimination lawsuits against right completely disorganized management huge mess,,1.0,2.0,1.0,1.0,1.0,1.0,Doesn't Recommend,Negative Outlook,Approves of CEO,EnLink Midstream,0.0,-0.7235,0.0,0.0
2590,Wed Dec 16 2015, Foreman,,Former Employee ,growth focused lacks diversity,3,,enlink lacks diversity qualified intelligent minority employees ignored comes feedback decision making exhausted advice management make workplace less hostile minorities focus hiring intent making enlink diverse,make workplace less hostile minorities focus hiring intent making enlink diverse,3.0,2.0,1.0,5.0,5.0,4.0,Recommends,Neutral Outlook,Approves of CEO,EnLink Midstream,0.6369,-0.4779,0.0,-0.3197
2591,Sat Jan 16 2021, Culinary Expert,"Philadelphia, PA",Former Employee ,don't care black people,0,,product store gets busy advice management public response black lives matter embarrassing martin luther king jr quote cute,public response black lives matter embarrassing martin luther king jr quote cute,1.0,1.0,1.0,1.0,1.0,1.0,Doesn't Recommend,Negative Outlook,Disapproves of CEO,Williams Sonoma,-0.3875,0.128,0.0,0.128
2592,Mon Dec 28 2020, Talent Acquisiiton Senior Advisor,"San Francisco, CA",Former Employee ,,2,,diversity program catalogs not reflect customer base minorities directly responsible success company advice fist surrounds people not question direction diversity company gender based not diverse ethnicity people not question direction diversity company gender based not diverse ethnicity not affinity,,1.0,4.0,1.0,1.0,2.0,3.0,Doesn't Recommend,Negative Outlook,Disapproves of CEO,Williams Sonoma,0.0,0.7184,0.0,0.0
2593,Thu Oct 08 2020, Director of Merchandising,"San Francisco, CA",Current Employee ,great company supports professional growth supporting personal growth benefits like maternity leave,0,mentoring cross brand benefits medical bonus stock opportunity maternity specifically leadership great cross functional partners kind culture entrepreneurial opportunities great,values benefits addition running business recently wsi increased maternity benefits mom 2 lucky enough,values benefits addition running business recently wsi increased maternity benefits mom 2 lucky enough,5.0,4.0,5.0,5.0,5.0,5.0,Recommends,Positive Outlook,Approves of CEO,Williams Sonoma,0.9559,0.8957,0.9723,0.8957
2594,Wed Jun 25 2008,,"Dallas, TX","Operations in Dallas, TX",,1,taking step forward external image concentration expanding diversity efforts placing emphasis information friendly parent,,,2.0,3.0,2.0,3.5,2.0,,No opinion of CEO,,,Omnicom Group,0.0,0.0,0.4939,0.0
2595,Fri Apr 24 2020, Associate Media Director,"London, England",Current Employee ,,0,,terms pushing equality across areas bame gender class parents disability etc advice management not always shouting loudest terms pushing equality across areas bame gender class parents disability etc advice management not always shouting loudest industry terms pushing equality across areas bame gender class parents disability etc advice industry terms pushing equality across areas bame gender class parents disability etc advice,loudest great work recognised equality inclusivity not buzz words loudest great work recognised equality inclusivity not buzz words,3.0,3.0,5.0,3.0,3.0,4.0,Recommends,Neutral Outlook,No opinion of CEO,Omnicom Group,0.0,0.0,0.0,0.8481
2596,Thu Aug 20 2020, Program Manager,"Bellevue, WA",Former Employee ,,0,,opportunities support women non majority team members diversity equity inclusion initiatives good health benefits yes aerials going,opportunities support women non majority team members diversity equity inclusion initiatives good health benefits yes aerials going,2.0,3.0,1.0,2.0,3.0,1.0,Doesn't Recommend,Negative Outlook,,Terex,0.0,0.91,0.0,0.91
2597,Fri Apr 12 2019, Trainer,"Oklahoma City, OK",Former Employee ,,2,utilized benefits pretty good great 401k decent medical competitive even offer paternity leave 10 weeks mothers 2 fathers worked multiple great 401k decent medical competitive even offer paternity leave 10 weeks mothers 2 fathers worked multiple positions different managers,commitment offering good benefits including health 401 k maternity paternity leave tuition reimbursement extremely proud talented part commitment offering good benefits including health 401 k maternity paternity leave tuition reimbursement extremely proud,,3.0,3.0,1.0,3.0,4.0,1.0,Doesn't Recommend,Negative Outlook,Approves of CEO,Terex,0.0,0.9755,0.9578,0.0
2598,Sat Nov 03 2018, Production Associate,"Oklahoma City, OK",Former Employee ,,4,,management not care employees racism discrimination rampant among different lines advice management stop racist stop management not care employees racism discrimination rampant among different lines advice management stop racist stop management not care employees racism discrimination rampant among different lines advice management stop,,1.0,1.0,1.0,1.0,3.0,1.0,Doesn't Recommend,Negative Outlook,No opinion of CEO,Terex,0.0,-0.9325,0.0,0.0
2599,Thu May 14 2020, Financial Analyst,"Chicago, IL",Former Employee ,racist,17,,ibkr treats black employees second class citizens witnessed white white male values hard listening racist comment made floor black person got hired,treat black employees respect tell employees enough racist black employees respect tell employees enough racist chinese black jokes,1.0,1.0,1.0,3.0,5.0,1.0,Doesn't Recommend,Negative Outlook,,Interactive Brokers Group,-0.6124,-0.4019,0.0,0.2263
2600,Mon Aug 21 2017, Programmer,"Greenwich, CT",Current Employee ,,18,,change high level applications come upper management's feelings not factual data verbal harassment rampant managers employees alike lot fighting,,2.0,1.0,2.0,1.0,3.0,1.0,Doesn't Recommend,Negative Outlook,No opinion of CEO,Interactive Brokers Group,0.0,-0.7184,0.0,0.0
2601,Mon Apr 27 2015, Senior Java Developer,"Greenwich, CT",Former Employee ,,8,,non management programmers autonomy provide new hires structured orientation orientation completely upto supervisor not good,non management programmers autonomy provide new hires structured orientation orientation completely upto supervisor not good,2.0,2.0,3.0,1.0,3.0,3.0,Doesn't Recommend,Positive Outlook,Disapproves of CEO,Interactive Brokers Group,0.0,-0.3412,0.0,-0.3412
2602,Thu Sep 08 2011,,"Greenwich, CT","Senior Developer in Greenwich, CT",,11,,type protracted injuries example need short term disability provides max 500 per week type protracted injuries example need short term disability provides max 500 per week,,1.0,2.5,1.0,2.0,5.0,,Doesn't Recommend,,Approves of CEO,Interactive Brokers Group,0.0,0.0,0.0,0.0
2603,Tue Jan 21 2020, Computer Scientist (1550),,Current Employee ,,0,,run unethical selling techniques competition also lot black market products compete against advice management keep,,5.0,4.0,5.0,4.0,4.0,5.0,Recommends,Positive Outlook,Approves of CEO,Zoetis,0.0,-0.5106,0.0,0.0
2604,Fri Sep 21 2018, IT Manager,"Parsippany, NJ",Former Employee ,lacks diversity,3,,,,1.0,1.0,1.0,1.0,1.0,1.0,Negative Outlook,,No opinion of CEO,Zoetis,0.0,0.0,0.0,0.0
2605,Thu Jul 14 2016,,"Gilbert, AZ","Satellite Operations Technician in Gilbert, AZ",,4,,issues wakefulness shifts 7pm 7am i'm father two kids 4 years old sleeping day,,1.0,,,,,,Doesn't Recommend,Negative Outlook,Disapproves of CEO,EchoStar,0.0,0.0,0.0,0.0
2606,Fri Jul 24 2015,Anonymous,,Current Employee ,,0,,aren't happy advice management learn motivate employees instead constant harassment sales,learn motivate employees instead constant harassment sales,3.0,3.0,3.0,2.0,3.0,4.0,Doesn't Recommend,Negative Outlook,,EchoStar,0.0,-0.5991,0.0,-0.2263
2607,Fri Jul 17 2015,,, ,,2,,management develop type business ethics value black hole business morals 2,develop type business ethics value black hole business morals,1.0,3.0,1.0,1.0,4.0,1.0,Doesn't Recommend,Negative Outlook,Disapproves of CEO,EchoStar,0.0,0.34,0.0,0.34
2608,Fri Oct 10 2014, Programmer,"Englewood, CO",Current Employee ,,3,,hr representative standing right next talks races parking lot like indy 500 almost,,2.0,3.0,1.0,3.0,3.0,1.0,Doesn't Recommend,Neutral Outlook,Disapproves of CEO,EchoStar,0.0,0.3612,0.0,0.0
2609,Wed Sep 09 2009,,"Englewood, CO","Engineering Technician II in Englewood, CO",,2,,get rid management women minorities white find advancement difficult echostar,,1.0,2.5,1.0,1.0,1.0,,Doesn't Recommend,,Disapproves of CEO,EchoStar,0.0,-0.3612,0.0,0.0
2610,Tue Feb 02 2021, Senior Program Manager,"San Francisco, CA",Current Employee ,,1,,inflexible things fast covid impacts led several layoffs diversity women poc low tech side not unlike peers,,5.0,5.0,5.0,4.0,5.0,5.0,Recommends,Positive Outlook,Approves of CEO,Lyft,0.0,-0.2732,0.0,0.0
2611,Mon Jan 25 2021, Product Design Manager,"San Francisco, CA",Current Employee ,,0,– honest open collaborative culture – takes inclusion diversity seriously – competitive pay – honest open collaborative culture – takes inclusion diversity seriously – competitive pay,,,5.0,4.0,5.0,5.0,5.0,5.0,Recommends,Positive Outlook,Disapproves of CEO,Lyft,0.0,0.0,0.7003,0.0
2612,Tue Jan 12 2021, Attorney,"San Francisco, CA",Former Employee ,,2,smart affable clients company takes diversity seriously though reviewers disagree offices food nice,,,2.0,1.0,3.0,5.0,2.0,3.0,Doesn't Recommend,Negative Outlook,Approves of CEO,Lyft,0.0,0.0,0.296,0.0
2613,Wed Jan 27 2021, Community Associate,,Former Employee ,,1,,drivers threatened coworkers several occasions abusive manipulative racist behavior drivers looking take anger company,,1.0,1.0,1.0,3.0,1.0,3.0,Doesn't Recommend,Neutral Outlook,Disapproves of CEO,Lyft,0.0,-0.9423,0.0,0.0
2614,Wed Dec 09 2020, Community Associate,"Oakland, CA",Current Employee ,,3,benefits culture pretty great diversity inclusion,,,4.0,4.0,4.0,5.0,1.0,3.0,Doesn't Recommend,Negative Outlook,Approves of CEO,Lyft,0.0,0.0,0.872,0.0
2615,Wed Jul 08 2020, Administrative,,Former Employee ,,0,,indicated anatomy actuality office manager micro manager continual harassment small things tried explain something not,,1.0,2.0,3.0,3.0,2.0,1.0,Doesn't Recommend,,,Ameriprise Financial,0.0,-0.5423,0.0,0.0
2616,Wed Apr 17 2019, Flight Attendant,"Salt Lake City, UT",Former Employee ,,12,,day week real life also don't discuss sexual harassment month long training left two weeks,,1.0,1.0,1.0,1.0,1.0,1.0,Doesn't Recommend,Neutral Outlook,No opinion of CEO,SkyWest,0.0,0.431,0.0,0.0
